feature_code,name,type,date_code,smokes,type_of_tenure,household_type,sex,long_term_condition,age,sm_lower_ci,sm_upper_ci,sm_percent
S08000025,Orkney,NHS Health Board,2019,No,Rented,All,All,All,All,62.5,93.4,77.9
S08000028,Western Isles,NHS Health Board,2019,No,Rented,All,All,All,All,57.8,83.6,70.7
S08000029,Fife,NHS Health Board,2019,No,Rented,All,All,All,All,62.8,73.5,68.2
S12000020,Moray,Local Authority,2013,Yes,Rented,All,All,All,All,29.7,53.8,41.7
S12000027,Shetland Islands,Local Authority,2014,Yes,Rented,All,All,All,All,37.5,64.6,51.1
S92000003,Scotland,Scotland,2014,Yes,Rented,All,All,All,All,33.1,35.8,34.4
S12000010,East Lothian,Local Authority,2019,Yes,Rented,All,All,All,All,30.8,51.6,41.2
S12000006,Dumfries and Galloway,Local Authority,2019,No,Rented,All,All,All,All,48,63.2,55.6
S12000014,Falkirk,Local Authority,2019,No,Rented,All,All,All,All,64.4,79.8,72.1
S12000011,East Renfrewshire,Local Authority,2019,No,Rented,All,All,All,All,59.7,83.9,71.8
S12000013,Na h-Eileanan Siar,Local Authority,2018,Yes,Rented,All,All,All,All,15.7,38.2,26.9
S12000035,Argyll and Bute,Local Authority,2015,No,Rented,All,All,All,All,55.1,72.1,63.6
S12000038,Renfrewshire,Local Authority,2015,No,Rented,All,All,All,All,55.2,69.6,62.4
S08000017,Dumfries and Galloway,NHS Health Board,2019,No,Rented,All,All,All,All,48,63.2,55.6
S08000020,Grampian,NHS Health Board,2016,No,Rented,All,All,All,All,63,72,67.5
S12000050,North Lanarkshire,Local Authority,2012,No,Rented,All,All,All,All,48.2,60.8,54.5
S08000026,Shetland,NHS Health Board,2014,No,Rented,All,All,All,All,35.4,62.5,48.9
S08000032,Lanarkshire,NHS Health Board,2012,No,Rented,All,All,All,All,47.7,57.3,52.5
S12000021,North Ayrshire,Local Authority,2015,No,Rented,All,All,All,All,52.4,67.3,59.9
S12000042,Dundee City,Local Authority,2015,No,Rented,All,All,All,All,53.8,68.6,61.2
S12000041,Angus,Local Authority,2015,No,Rented,All,All,All,All,60.7,77.1,68.9
S12000018,Inverclyde,Local Authority,2014,No,Rented,All,All,All,All,46.7,67.9,57.3
S08000019,Forth Valley,NHS Health Board,2016,No,Rented,All,All,All,All,63,73.9,68.5
S08000015,Ayrshire and Arran,NHS Health Board,2019,No,Rented,All,All,All,All,65.1,75.5,70.3
S12000040,West Lothian,Local Authority,2015,No,Rented,All,All,All,All,66.4,82.9,74.6
S12000018,Inverclyde,Local Authority,2012,No,Rented,All,All,All,All,40,63.2,51.6
S08000030,Tayside,NHS Health Board,2016,No,Rented,All,All,All,All,66,74.9,70.4
S12000050,North Lanarkshire,Local Authority,2019,Yes,Rented,All,All,All,All,31.1,42.4,36.8
S92000003,Scotland,Scotland,2017,Yes,Rented,All,All,All,All,28.9,31.6,30.3
S12000048,Perth and Kinross,Local Authority,2018,Yes,Rented,All,All,All,All,21,43.1,32
S08000028,Western Isles,NHS Health Board,2014,No,Rented,All,All,All,All,41.7,70.1,55.9
S12000017,Highland,Local Authority,2019,No,Rented,All,All,All,All,53.8,69.7,61.7
S12000041,Angus,Local Authority,2017,Yes,Rented,All,All,All,All,22,38.2,30.1
S12000034,Aberdeenshire,Local Authority,2012,No,Rented,All,All,All,All,54.6,71.6,63.1
S08000017,Dumfries and Galloway,NHS Health Board,2013,No,Rented,All,All,All,All,64.2,78,71.1
S12000029,South Lanarkshire,Local Authority,2016,Yes,Rented,All,All,All,All,32.3,46,39.1
S08000030,Tayside,NHS Health Board,2014,Yes,Rented,All,All,All,All,32,41.6,36.8
S08000029,Fife,NHS Health Board,2014,Yes,Rented,All,All,All,All,31.4,42.9,37.1
S08000019,Forth Valley,NHS Health Board,2018,No,Rented,All,All,All,All,65,76.2,70.6
S12000006,Dumfries and Galloway,Local Authority,2018,Yes,Rented,All,All,All,All,20.7,35.6,28.1
S08000032,Lanarkshire,NHS Health Board,2013,Yes,Rented,All,All,All,All,38.4,47.5,43
S12000036,City of Edinburgh,Local Authority,2016,No,Rented,All,All,All,All,67,75,71
S12000028,South Ayrshire,Local Authority,2018,Yes,Rented,All,All,All,All,26.8,47.7,37.3
S12000035,Argyll and Bute,Local Authority,2016,No,Rented,All,All,All,All,51.4,73.6,62.5
S12000040,West Lothian,Local Authority,2016,No,Rented,All,All,All,All,55.6,75.5,65.6
S12000042,Dundee City,Local Authority,2014,Yes,Rented,All,All,All,All,32.4,47.4,39.9
S08000017,Dumfries and Galloway,NHS Health Board,2018,No,Rented,All,All,All,All,64.4,79.3,71.9
S12000014,Falkirk,Local Authority,2017,No,Rented,All,All,All,All,70.9,84.6,77.8
S12000045,East Dunbartonshire,Local Authority,2016,No,Rented,All,All,All,All,51.3,78.6,65
S12000019,Midlothian,Local Authority,2018,Yes,Rented,All,All,All,All,28,47.8,37.9
S08000026,Shetland,NHS Health Board,2018,Yes,Rented,All,All,All,All,11.4,27.7,19.5
S08000016,Borders,NHS Health Board,2018,No,Rented,All,All,All,All,63.2,80,71.6
S12000018,Inverclyde,Local Authority,2015,Yes,Rented,All,All,All,All,24.2,40.7,32.5
S12000047,Fife,Local Authority,2012,No,Rented,All,All,All,All,53.1,63.9,58.5
S12000034,Aberdeenshire,Local Authority,2016,No,Rented,All,All,All,All,56.5,73.2,64.8
S12000010,East Lothian,Local Authority,2017,No,Rented,All,All,All,All,50.9,72.2,61.6
S08000029,Fife,NHS Health Board,2014,No,Rented,All,All,All,All,56.9,68.4,62.7
S12000013,Na h-Eileanan Siar,Local Authority,2017,No,Rented,All,All,All,All,64.9,80.9,72.9
S12000011,East Renfrewshire,Local Authority,2017,No,Rented,All,All,All,All,53.6,81.4,67.5
S12000020,Moray,Local Authority,2014,Yes,Rented,All,All,All,All,26.6,42.7,34.7
S08000031,Greater Glasgow and Clyde,NHS Health Board,2012,Yes,Rented,All,All,All,All,35.8,41.3,38.6
S12000021,North Ayrshire,Local Authority,2018,Yes,Rented,All,All,All,All,31.9,49.2,40.6
S12000036,City of Edinburgh,Local Authority,2014,No,Rented,All,All,All,All,73,80.9,76.9
S12000040,West Lothian,Local Authority,2014,No,Rented,All,All,All,All,45.4,67.7,56.5
S12000041,Angus,Local Authority,2014,No,Rented,All,All,All,All,51.4,68.8,60.1
S08000028,Western Isles,NHS Health Board,2017,No,Rented,All,All,All,All,64.9,80.9,72.9
S12000006,Dumfries and Galloway,Local Authority,2016,No,Rented,All,All,All,All,49,64,56.5
S12000048,Perth and Kinross,Local Authority,2016,No,Rented,All,All,All,All,60.6,78,69.3
S12000011,East Renfrewshire,Local Authority,2015,No,Rented,All,All,All,All,60.3,95,77.6
S08000015,Ayrshire and Arran,NHS Health Board,2012,Yes,Rented,All,All,All,All,39,50.8,44.9
S12000039,West Dunbartonshire,Local Authority,2014,Yes,Rented,All,All,All,All,32.1,49.4,40.8
S12000050,North Lanarkshire,Local Authority,2016,Yes,Rented,All,All,All,All,32.3,43.1,37.7
S08000031,Greater Glasgow and Clyde,NHS Health Board,2014,Yes,Rented,All,All,All,All,31.6,37.3,34.5
S12000018,Inverclyde,Local Authority,2016,No,Rented,All,All,All,All,51.4,72.6,62
S12000039,West Dunbartonshire,Local Authority,2016,No,Rented,All,All,All,All,58.1,73.6,65.8
S12000042,Dundee City,Local Authority,2018,Yes,Owned Outright,All,All,All,All,4.6,18.3,11.4
S12000006,Dumfries and Galloway,Local Authority,2019,No,Owned Outright,All,All,All,All,86.4,94.2,90.3
S12000023,Orkney Islands,Local Authority,2015,Yes,Owned Outright,All,All,All,All,4.1,16.4,10.3
S12000039,West Dunbartonshire,Local Authority,2016,Yes,Owned Outright,All,All,All,All,4.1,13.9,9
S12000018,Inverclyde,Local Authority,2016,Yes,Owned Outright,All,All,All,All,7.1,19.3,13.2
S08000016,Borders,NHS Health Board,2013,Yes,Owned Outright,All,All,All,All,4.2,14.2,9.2
S12000042,Dundee City,Local Authority,2014,Yes,Owned Outright,All,All,All,All,5.8,18.5,12.1
S12000017,Highland,Local Authority,2015,Yes,Owned Outright,All,All,All,All,7.6,16.8,12.2
S12000020,Moray,Local Authority,2015,Yes,Owned Outright,All,All,All,All,8,19.8,13.9
S12000033,Aberdeen City,Local Authority,2016,Yes,Owned Outright,All,All,All,All,7.6,16.1,11.9
S08000028,Western Isles,NHS Health Board,2013,Yes,Owned Outright,All,All,All,All,8.6,20.4,14.5
S12000005,Clackmannanshire,Local Authority,2014,Yes,Owned Outright,All,All,All,All,7.8,33.1,20.4
S12000021,North Ayrshire,Local Authority,2015,Yes,Owned Outright,All,All,All,All,4.7,15,9.8
S08000024,Lothian,NHS Health Board,2014,Yes,Owned Outright,All,All,All,All,8.1,12.5,10.3
S12000013,Na h-Eileanan Siar,Local Authority,2018,Yes,Owned Outright,All,All,All,All,7,18.6,12.8
S12000018,Inverclyde,Local Authority,2018,No,Owned Outright,All,All,All,All,84.1,94.3,89.2
S08000020,Grampian,NHS Health Board,2015,Yes,Owned Outright,All,All,All,All,9.5,15.2,12.4
S12000020,Moray,Local Authority,2016,Yes,Owned Outright,All,All,All,All,4.2,29.1,16.7
S12000049,Glasgow City,Local Authority,2017,No,Rented,All,All,All,All,66.4,73.2,69.8
S12000023,Orkney Islands,Local Authority,2015,No,Rented,All,All,All,All,59.2,82.6,70.9
S12000011,East Renfrewshire,Local Authority,2016,No,Rented,All,All,All,All,58.2,81.5,69.8
S12000040,West Lothian,Local Authority,2018,No,Rented,All,All,All,All,63.2,78.9,71
S12000008,East Ayrshire,Local Authority,2017,No,Rented,All,All,All,All,46.9,66.5,56.7
S12000014,Falkirk,Local Authority,2015,Yes,Owned Outright,All,All,All,All,6.8,15.5,11.1
S08000022,Highland,NHS Health Board,2018,Yes,Rented,All,All,All,All,24.3,36,30.2
S12000005,Clackmannanshire,Local Authority,2016,No,Rented,All,All,All,All,50.7,73.6,62.2
S08000032,Lanarkshire,NHS Health Board,2016,Yes,Rented,All,All,All,All,34.1,42.7,38.4
S12000039,West Dunbartonshire,Local Authority,2018,No,Rented,All,All,All,All,61.2,76.6,68.9
S12000029,South Lanarkshire,Local Authority,2019,No,Owned Mortgage/Loan,All,All,All,All,84.3,92.4,88.4
S12000042,Dundee City,Local Authority,2019,Yes,Owned Mortgage/Loan,All,All,All,All,2.4,12.2,7.3
S12000034,Aberdeenshire,Local Authority,2019,No,Owned Mortgage/Loan,All,All,All,All,84.4,92.7,88.6
S12000045,East Dunbartonshire,Local Authority,2013,Yes,Owned Mortgage/Loan,All,All,All,All,2.1,12.3,7.2
S12000036,City of Edinburgh,Local Authority,2019,No,Owned Mortgage/Loan,All,All,All,All,86,91.9,89
S12000026,Scottish Borders,Local Authority,2013,No,Owned Mortgage/Loan,All,All,All,All,85.4,96,90.7
S12000020,Moray,Local Authority,2016,No,Owned Mortgage/Loan,All,All,All,All,78.8,92.9,85.9
S08000020,Grampian,NHS Health Board,2012,No,Owned Mortgage/Loan,All,All,All,All,75.8,83.7,79.8
S12000048,Perth and Kinross,Local Authority,2012,No,Owned Mortgage/Loan,All,All,All,All,75.5,88.8,82.1
S12000006,Dumfries and Galloway,Local Authority,2014,No,Owned Mortgage/Loan,All,All,All,All,68.4,84.1,76.3
S12000020,Moray,Local Authority,2014,No,Owned Mortgage/Loan,All,All,All,All,74.5,89.5,82
S12000050,North Lanarkshire,Local Authority,2017,No,Owned Mortgage/Loan,All,All,All,All,82.2,90.9,86.5
S12000030,Stirling,Local Authority,2014,Yes,Owned Mortgage/Loan,All,All,All,All,12.3,26.6,19.4
S12000014,Falkirk,Local Authority,2012,Yes,Owned Mortgage/Loan,All,All,All,All,8.7,18.9,13.8
S12000026,Scottish Borders,Local Authority,2014,Yes,Owned Mortgage/Loan,All,All,All,All,4.6,15.6,10.1
S12000039,West Dunbartonshire,Local Authority,2013,No,Owned Mortgage/Loan,All,All,All,All,80.4,94.4,87.4
S12000047,Fife,Local Authority,2019,No,Owned Mortgage/Loan,All,All,All,All,78.1,89.2,83.6
S12000041,Angus,Local Authority,2019,No,Owned Mortgage/Loan,All,All,All,All,74.6,93,83.8
S12000039,West Dunbartonshire,Local Authority,2015,No,Owned Mortgage/Loan,All,All,All,All,80.5,94.2,87.4
S08000029,Fife,NHS Health Board,2012,No,Owned Mortgage/Loan,All,All,All,All,77.3,86.2,81.8
S08000022,Highland,NHS Health Board,2017,No,Owned Mortgage/Loan,All,All,All,All,86,93.8,89.9
S12000021,North Ayrshire,Local Authority,2016,No,Owned Mortgage/Loan,All,All,All,All,72.2,88.3,80.2
S92000003,Scotland,Scotland,2017,No,Owned Mortgage/Loan,All,All,All,All,87.4,89.4,88.4
S08000028,Western Isles,NHS Health Board,2016,No,Owned Mortgage/Loan,All,All,All,All,81.7,97.3,89.5
S12000045,East Dunbartonshire,Local Authority,2017,No,Owned Mortgage/Loan,All,All,All,All,84.5,95.7,90.1
S08000030,Tayside,NHS Health Board,2015,Yes,Owned Mortgage/Loan,All,All,All,All,9.8,18.2,14
S12000036,City of Edinburgh,Local Authority,2015,No,Owned Mortgage/Loan,All,All,All,All,82.9,90.1,86.5
S12000048,Perth and Kinross,Local Authority,2014,Yes,Owned Mortgage/Loan,All,All,All,All,8.7,23.4,16.1
S12000035,Argyll and Bute,Local Authority,2017,No,Owned Mortgage/Loan,All,All,All,All,82.2,96.2,89.2
S12000049,Glasgow City,Local Authority,2019,No,Owned Mortgage/Loan,All,All,All,All,83.3,91,87.2
S12000019,Midlothian,Local Authority,2015,No,Owned Mortgage/Loan,All,All,All,All,82.9,96.4,89.6
S08000020,Grampian,NHS Health Board,2015,Yes,Owned Mortgage/Loan,All,All,All,All,12.8,19.1,15.9
S08000025,Orkney,NHS Health Board,2016,No,Owned Mortgage/Loan,All,All,All,All,63.6,99.3,81.4
S12000023,Orkney Islands,Local Authority,2013,Yes,Owned Mortgage/Loan,All,All,All,All,7.4,33.7,20.6
S08000016,Borders,NHS Health Board,2014,No,Owned Mortgage/Loan,All,All,All,All,84.4,95.4,89.9
S08000025,Orkney,NHS Health Board,2013,No,Owned Mortgage/Loan,All,All,All,All,66.3,92.6,79.4
S12000049,Glasgow City,Local Authority,2017,No,Owned Mortgage/Loan,All,All,All,All,80,87.7,83.9
S12000014,Falkirk,Local Authority,2015,Yes,Owned Mortgage/Loan,All,All,All,All,7.2,19.1,13.2
S12000038,Renfrewshire,Local Authority,2017,No,Owned Mortgage/Loan,All,All,All,All,84.8,95.9,90.3
S12000021,North Ayrshire,Local Authority,2017,No,Owned Mortgage/Loan,All,All,All,All,76.8,92,84.4
S08000016,Borders,NHS Health Board,2017,No,Owned Mortgage/Loan,All,All,All,All,86.3,98.1,92.2
S12000026,Scottish Borders,Local Authority,2017,No,Owned Mortgage/Loan,All,All,All,All,86.3,98.1,92.2
S12000048,Perth and Kinross,Local Authority,2013,Yes,Owned Mortgage/Loan,All,All,All,All,9,26.7,17.9
S08000026,Shetland,NHS Health Board,2018,No,Owned Mortgage/Loan,All,All,All,All,86.4,98.2,92.3
S08000022,Highland,NHS Health Board,2014,Yes,Owned Mortgage/Loan,All,All,All,All,14.2,24.2,19.2
S12000011,East Renfrewshire,Local Authority,2016,Yes,Owned Mortgage/Loan,All,All,All,All,2.2,12.4,7.3
S08000019,Forth Valley,NHS Health Board,2017,No,Owned Mortgage/Loan,All,All,All,All,86.6,93.3,90
S12000048,Perth and Kinross,Local Authority,2019,No,Owned Mortgage/Loan,All,All,All,All,85.3,97.4,91.3
S08000032,Lanarkshire,NHS Health Board,2014,No,Owned Mortgage/Loan,All,All,All,All,81,87.3,84.1
S08000024,Lothian,NHS Health Board,2018,No,Owned Mortgage/Loan,All,All,All,All,88.6,92.9,90.8
S12000050,North Lanarkshire,Local Authority,2019,No,Owned Mortgage/Loan,All,All,All,All,86.4,93.5,89.9
S92000003,Scotland,Scotland,2019,No,Owned Mortgage/Loan,All,All,All,All,88,90,89
S08000015,Ayrshire and Arran,NHS Health Board,2014,No,Owned Mortgage/Loan,All,All,All,All,79.7,87,83.4
S08000015,Ayrshire and Arran,NHS Health Board,2017,No,Owned Mortgage/Loan,All,All,All,All,83.2,91.7,87.5
S12000028,South Ayrshire,Local Authority,2019,Yes,Owned Mortgage/Loan,All,All,All,All,7.6,21.5,14.6
S08000017,Dumfries and Galloway,NHS Health Board,2019,No,Owned Mortgage/Loan,All,All,All,All,80.6,94,87.3
S08000019,Forth Valley,NHS Health Board,2018,Yes,Owned Mortgage/Loan,All,All,All,All,5.4,11.9,8.7
S12000018,Inverclyde,Local Authority,2015,Yes,Owned Mortgage/Loan,All,All,All,All,11.6,32.5,22.1
S12000034,Aberdeenshire,Local Authority,2019,Yes,Owned Mortgage/Loan,All,All,All,All,7.3,15.6,11.4
S12000048,Perth and Kinross,Local Authority,2012,Yes,Owned Mortgage/Loan,All,All,All,All,11.2,24.5,17.9
S12000013,Na h-Eileanan Siar,Local Authority,2016,Yes,Owned Mortgage/Loan,All,All,All,All,2.7,18.3,10.5
S12000033,Aberdeen City,Local Authority,2019,Yes,Owned Mortgage/Loan,All,All,All,All,4.2,12.5,8.4
S12000013,Na h-Eileanan Siar,Local Authority,2018,Yes,Owned Mortgage/Loan,All,All,All,All,7.9,30,18.9
S08000015,Ayrshire and Arran,NHS Health Board,2019,No,Owned Mortgage/Loan,All,All,All,All,85.1,92.2,88.6
S12000030,Stirling,Local Authority,2019,Yes,Owned Mortgage/Loan,All,All,All,All,1.2,9.6,5.4
S12000041,Angus,Local Authority,2014,Yes,Owned Mortgage/Loan,All,All,All,All,4.4,16.7,10.6
S12000039,West Dunbartonshire,Local Authority,2019,No,Owned Mortgage/Loan,All,All,All,All,82.6,95,88.8
S12000049,Glasgow City,Local Authority,2013,Yes,Owned Mortgage/Loan,All,All,All,All,15.7,23.4,19.6
S12000045,East Dunbartonshire,Local Authority,2016,Yes,Owned Mortgage/Loan,All,All,All,All,5.1,19.3,12.2
S12000038,Renfrewshire,Local Authority,2015,No,Owned Mortgage/Loan,All,All,All,All,81.2,92,86.6
S12000038,Renfrewshire,Local Authority,2019,No,Owned Mortgage/Loan,All,All,All,All,87.5,96.2,91.9
S08000024,Lothian,NHS Health Board,2017,No,All,All,All,All,16-64,79.8,83.8,81.8
S08000024,Lothian,NHS Health Board,2015,No,All,All,All,All,65 and over,85,90.9,88
S12000036,City of Edinburgh,Local Authority,2016-2017,No,All,All,All,All,All,81.8,84.8,83.3
S12000019,Midlothian,Local Authority,2017,No,All,All,All,All,All,74.8,85.4,80.1
S12000036,City of Edinburgh,Local Authority,2017,No,All,All,All,All,All,82.5,86.7,84.6
S12000038,Renfrewshire,Local Authority,2017,No,All,All,All,All,All,79.3,86.2,82.7
S92000003,Scotland,Scotland,2016-2017,No,All,All,All,All,All,80.6,81.5,81
S12000048,Perth and Kinross,Local Authority,2016-2017,No,All,All,All,All,All,82.6,87.8,85.2
S08000029,Fife,NHS Health Board,2017,No,All,All,All,All,65 and over,88.1,94,91
S12000045,East Dunbartonshire,Local Authority,2017,No,All,All,All,All,All,85,92.2,88.6
S12000042,Dundee City,Local Authority,2017,No,All,All,All,All,All,74.6,83,78.8
S12000026,Scottish Borders,Local Authority,2017,No,All,All,All,All,65 and over,88.9,96.3,92.6
S12000049,Glasgow City,Local Authority,2017,No,All,All,All,All,35-64,69,75.8,72.4
S12000027,Shetland Islands,Local Authority,2017,No,All,All,All,All,16-34,68.7,90.5,79.6
S08000032,Lanarkshire,NHS Health Board,2016,No,All,All,All,All,16-64,73.9,79.3,76.6
S12000034,Aberdeenshire,Local Authority,2016-2017,No,All,All,All,All,All,81.2,85.6,83.4
S12000047,Fife,Local Authority,2014-2017,No,All,All,All,All,All,78.4,81.3,79.8
S12000011,East Renfrewshire,Local Authority,2015,No,All,All,All,All,65 and over,83.5,95.5,89.5
S12000039,West Dunbartonshire,Local Authority,2017,No,All,All,All,All,All,74,83.6,78.8
S08000017,Dumfries and Galloway,NHS Health Board,2015,No,All,All,All,All,65 and over,85.4,92.8,89.1
S08000028,Western Isles,NHS Health Board,2016,No,All,All,All,All,65 and over,89.1,99.8,94.4
S12000006,Dumfries and Galloway,Local Authority,2016,No,All,All,All,All,16-34,51.9,73.9,62.9
S12000049,Glasgow City,Local Authority,2014,No,All,All,All,All,16-64,70,75.3,72.7
S12000041,Angus,Local Authority,2017,No,All,All,All,All,All,77.8,86,81.9
S12000014,Falkirk,Local Authority,2017,No,All,All,All,All,All,82.8,89.3,86
S12000008,East Ayrshire,Local Authority,2015,No,All,All,All,All,65 and over,82.1,92.8,87.5
S12000036,City of Edinburgh,Local Authority,2012,No,All,All,All,All,65 and over,83.9,91.7,87.8
S12000047,Fife,Local Authority,2016,No,All,All,All,All,16-34,68.4,82.1,75.3
S12000038,Renfrewshire,Local Authority,2016,No,All,All,All,All,All,75.7,83.2,79.4
S12000048,Perth and Kinross,Local Authority,2016,No,All,All,All,All,35-64,74.8,86.4,80.6
S12000035,Argyll and Bute,Local Authority,2012,No,All,All,All,All,65 and over,74.8,91.6,83.2
S12000039,West Dunbartonshire,Local Authority,2016,No,All,All,All,All,All,74.3,82.7,78.5
S92000003,Scotland,Scotland,2013,No,All,All,All,All,65 and over,86.1,88.2,87.2
S12000041,Angus,Local Authority,2016,No,All,All,All,All,All,79.9,87.8,83.8
S12000014,Falkirk,Local Authority,2016,No,All,All,All,All,35-64,76.1,87,81.5
S12000014,Falkirk,Local Authority,2016,No,All,All,All,All,16-34,67.9,87,77.4
S12000041,Angus,Local Authority,2016,No,All,All,All,All,16-34,73.5,91.7,82.6
S12000038,Renfrewshire,Local Authority,2016,No,All,All,All,All,16-34,70.4,86.8,78.6
S12000036,City of Edinburgh,Local Authority,2016,No,All,All,All,All,35-64,76.4,82.8,79.6
S92000003,Scotland,Scotland,2016,No,All,All,All,All,All,79.5,80.9,80.2
S12000035,Argyll and Bute,Local Authority,2016,No,All,All,All,All,35-64,74,87.5,80.8
S12000049,Glasgow City,Local Authority,2015,No,All,All,All,All,16-64,71,76.1,73.5
S12000048,Perth and Kinross,Local Authority,2017,No,All,All,All,All,16-64,83.9,92.4,88.2
S12000026,Scottish Borders,Local Authority,2016,No,All,All,All,All,35-64,74.5,86.4,80.4
S08000032,Lanarkshire,NHS Health Board,2014,No,All,All,All,All,All,76,80.5,78.3
S12000011,East Renfrewshire,Local Authority,2013,No,All,All,All,All,16-34,75.3,98,86.6
S12000050,North Lanarkshire,Local Authority,2015,No,All,All,All,All,35-64,66.1,75.4,70.7
S12000048,Perth and Kinross,Local Authority,2016,No,All,All,All,All,16-34,64.9,86,75.4
S08000015,Ayrshire and Arran,NHS Health Board,2017,No,All,All,All,All,65 and over,85.9,92.3,89.1
